D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_314.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_314.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_314.jpg,0,1,0,12.36753
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_382.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_382.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_382.jpg,0,1,0,13.17149
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_456.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_456.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_456.jpg,0,1,0,14.0349
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_522.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_522.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_522.jpg,0,1,0,14.66497
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_589.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_589.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_589.jpg,0,1,0,15.56222
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_668.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_668.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_668.jpg,0,1,0,16.4249
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_747.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_747.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_747.jpg,-0.05,1,0,17.27489
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_825.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_825.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_825.jpg,-0.2,1,0,17.71991
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_894.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_894.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_894.jpg,0,1,0,18.55112
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_18_960.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_18_960.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_18_960.jpg,0,1,0,19.31206
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_038.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_038.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_038.jpg,0,1,0,20.114
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_117.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_117.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_117.jpg,0,1,0,20.90838
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_187.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_187.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_187.jpg,-0.2,1,0,21.67936
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_265.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_265.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_265.jpg,-0.35,1,0,22.17855
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_344.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_344.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_344.jpg,0,1,0,22.90724
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_413.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_413.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_413.jpg,0,1,0,23.68629
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_490.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_490.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_490.jpg,0,1,0,24.46439
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_565.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_565.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_565.jpg,0,1,0,25.23577
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_635.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_635.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_635.jpg,-0.05,1,0,25.80969
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_708.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_708.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_708.jpg,-0.25,1,0,26.54005
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_778.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_778.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_778.jpg,0,1,0,27.0587
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_852.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_852.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_852.jpg,0,1,0,27.80365
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_926.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_926.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_926.jpg,0,1,0,28.54614
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_19_997.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_19_997.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_19_997.jpg,0,1,0,29.09974
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_074.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_074.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_074.jpg,0,1,0,29.8329
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_147.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_147.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_147.jpg,-0.1,1,0,30.18748
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_221.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_221.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_221.jpg,-0.25,1,0,30.17521
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_295.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_295.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_295.jpg,0,1,0,30.18136
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_375.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_375.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_375.jpg,0,1,0,30.18919
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_450.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_450.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_450.jpg,0,1,0,30.19017
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_524.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_524.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_524.jpg,0,1,0,30.19035
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_599.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_599.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_599.jpg,-0.05,1,0,30.18991
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_675.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_675.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_675.jpg,-0.25,1,0,30.17602
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_748.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_748.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_748.jpg,0,1,0,30.1816
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_821.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_821.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_821.jpg,0,1,0,30.18908
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_896.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_896.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_896.jpg,0,1,0,30.18999
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_20_967.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_20_967.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_20_967.jpg,0,1,0,30.19023
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_042.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_042.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_042.jpg,0,1,0,30.19027
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_117.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_117.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_117.jpg,-0.05,1,0,30.18982
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_189.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_189.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_189.jpg,-0.25,1,0,30.1752
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_263.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_263.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_263.jpg,0,1,0,30.19068
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_335.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_335.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_335.jpg,0,1,0,30.19004
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_410.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_410.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_410.jpg,0,1,0,30.19022
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_482.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_482.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_482.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_557.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_557.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_557.jpg,-0.15,1,0,30.18476
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_627.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_627.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_627.jpg,0,1,0,30.18975
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_702.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_702.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_702.jpg,0,1,0,30.19054
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_778.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_778.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_778.jpg,0,1,0,30.19033
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_856.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_856.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_856.jpg,0,1,0,30.19029
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_21_931.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_21_931.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_21_931.jpg,-0.15,1,0,30.1845
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_002.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_002.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_002.jpg,-0.3,1,0,30.16954
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_077.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_077.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_077.jpg,0,1,0,30.18991
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_151.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_151.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_151.jpg,0,1,0,30.19017
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_224.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_224.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_224.jpg,0,1,0,30.19029
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_294.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_294.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_294.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_368.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_368.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_368.jpg,-0.15,1,0,30.18468
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_435.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_435.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_435.jpg,-0.3,1,0,30.16972
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_511.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_511.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_511.jpg,0,1,0,30.18992
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_585.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_585.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_585.jpg,0,1,0,30.19036
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_660.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_660.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_660.jpg,0,1,0,30.19026
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_734.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_734.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_734.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_805.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_805.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_805.jpg,0,1,0,30.19014
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_875.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_875.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_875.jpg,0,1,0,30.19033
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_22_946.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_22_946.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_22_946.jpg,0,1,0,30.19029
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_016.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_016.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_016.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_085.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_085.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_085.jpg,0,1,0,30.19029
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_157.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_157.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_157.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_227.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_227.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_227.jpg,0,1,0,30.19031
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_304.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_304.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_304.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_374.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_374.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_374.jpg,-0.05,1,0,30.18973
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_443.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_443.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_443.jpg,-0.2,1,0,30.17981
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_512.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_512.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_512.jpg,0,1,0,30.18292
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_586.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_586.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_586.jpg,0,1,0,30.1895
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_656.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_656.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_656.jpg,0,1,0,30.19018
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_727.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_727.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_727.jpg,0,1,0,30.19024
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_797.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_797.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_797.jpg,0,1,0,30.19032
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_877.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_877.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_877.jpg,-0.05,1,0,30.18999
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_23_950.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_23_950.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_23_950.jpg,-0.25,1,0,30.17521
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_022.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_022.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_022.jpg,0,1,0,30.19065
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_092.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_092.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_092.jpg,0,1,0,30.19004
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_161.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_161.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_161.jpg,0,1,0,30.19021
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_235.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_235.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_235.jpg,0,1,0,30.1903
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_305.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_305.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_305.jpg,-0.1,1,0,30.18807
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_374.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_374.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_374.jpg,-0.25,1,0,30.17535
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_444.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_444.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_444.jpg,-0.4,1,0,30.15798
D:\Self Driving Car\Data\IMG\center_2023_09_01_19_03_24_512.jpg,D:\Self Driving Car\Data\IMG\left_2023_09_01_19_03_24_512.jpg,D:\Self Driving Car\Data\IMG\right_2023_09_01_19_03_24_512.jpg,0,1,0,30.18902
